clave,fuente,usr_id,prp_id,url,fecha_scraping,fecha_publicacion,primera_vista,ultima_vista,veces_visto,dias_publicado,precio,moneda,precio_m2,superficie_cubierta_m2,superficie_total_m2,ambientes,dormitorios,banos,tipo_construccion,condicion,estado_conservacion,antiguedad,localidad,provincia,direccion,latitud,longitud,tiene_geo,dist_centro_km,zona_geo,densidad_1km,cochera,plantas,piscina,amoblado,tiene_expensas,valor_expensas,acepta_mascotas,zona_escolar,publicador,tipo_anunciante,es_dueno_directo,posible_duplicado_cruzado,motivo_sospecha,descripcion,id_publicado
inmoup:2825-964,inmoup,2825,964,https://inmoup.com.ar/2825-gigli-estudio-inmobiliario/inmuebles/964/ficha/departamentos-en-alquiler-en-9-de-julio-1779-adyacente-paseo-alameda,2026-09-07,2026-08-21 18:17:42,2026-09-07,2026-09-07,1,0,350000.0,ARS,9210.526315789471,38.0,38.0,,1.0,1.0,,Alquiler,Bueno,,Capital,Mendoza,9 de Julio 1779 adyacente paseo Alameda,-32.88274943220677,-68.83871334711303,True,1.113204165886441,3.0,302.0,Sin Cochera,,,,True,65000.0,False,,Gigli Estudio Inmobiliario,Inmobiliaria,False,False,,"Alquiler departamento céntrico, adyacente negocios varios, líneas de transporte publico, ideal estudiante. Cocina comedor con barra desayunador, artefacto de cocina instalado con extractor. Baño amplio. Dormitorio con placar abierto tipo vestidor. Contrato 24 meses, ajustes cuatrimestrales, sujeto índice ICL.",
inmoup:14975-421,inmoup,14975,421,https://inmoup.com.ar/14975-inmobiliaria-real/inmuebles/421/ficha/departamentos-en-alquiler-en-9-de-julio-980-ciudad-mendoza,2026-09-07,2026-08-26 18:28:21,2026-09-07,2026-09-07,1,0,450000.0,ARS,9000.0,50.0,50.0,,1.0,1.0,,Alquiler,Muy Bueno,,Capital,Mendoza,9 DE JULIO 980 CIUDAD MENDOZA,-32.8919353701572,-68.84110877999632,True,0.4558525750311045,3.0,364.0,Sin Cochera,,,,True,60000.0,False,,Inmobiliaria Real,Inmobiliaria,False,False,,"REAL INMOBILIARIA ALQUILA DEPARTAMENTO EN PLENO CENTRO DE MENDOZA!! CALLE 9 DE JULIO A UNA CUADRA DE PEATONAL Y DE AV. SAN MARTIN
Segundo piso por ascensor
*SEGURIDAD PRESENCIAL LAS 24 HS
*1 habitación con placard
*Cocina comedor
*Baño
*50 metros cuadrados
*$450.000 mensual
IDEAL PARA ALQUILER TEMPORARIO, ESTUDIANTES, OFICINAS, CONSULTORIOS, HABITACIONAL
No posee cochera
Magnifica ubicación en Ciudad, a solo una cuadra de Peatonal, a una cuadra de calle San Martín, rodeado de comercios, paradas de colectivos, dentro de un edificio seguro, luminoso y renovado. 
*********** AGENDA TU VISITA! Respondemos tu whatsApp!!",
inmoup:212812-450,inmoup,212812,450,https://inmoup.com.ar/212812-insa-propiedades/inmuebles/450/ficha/departamentos-en-alquiler-en-figueroa-alcorta-875,2026-09-07,2026-08-05 20:03:17,2026-09-07,2026-09-07,1,0,700000.0,ARS,10000.0,70.0,0.0,2.0,1.0,1.0,,Alquiler,Excelente,3.0,Godoy Cruz,Mendoza,FIGUEROA ALCORTA 875,-32.9363537,-68.8429885,True,5.072134688974033,5.0,54.0,Si,1.0,,,,,,,INSA PROPIEDADES,Inmobiliaria,False,False,,"INSA PROPIEDADES OFRECE ALQUILER DE DEPARTAMENTO EN GODOY CRUZ

Ubicado en Figueroa Alcorta 875, Godoy Cruz, en un complejo con ingreso con clave y excelentes prestaciones de seguridad.

Ubicada en primer piso por escalera. 

La propiedad cuenta con:

1 dormitorio

1 baño

Calefacción por radiadores

Cochera techada

Portón automático interno

Cámaras de seguridad con acceso

Todos los servicios

Un departamento cómodo, moderno y seguro. 

SE ALQUILA AMOBLADO

INSA PROPIEDADES
MATRICULA 1836",
inmoup:63556-304,inmoup,63556,304,https://inmoup.com.ar/63556-mv-inmobiliaria/inmuebles/304/ficha/departamentos-en-alquiler-en-lateral-sur-acceso-este-2673,2026-09-07,2026-06-12 17:56:38,2026-09-07,2026-09-07,1,0,480000.0,ARS,8727.272727272728,55.0,55.0,,2.0,1.0,,Alquiler,Excelente,20.0,Guaymallen,Mendoza,LATERAL SUR ACCESO ESTE 2673,,,False,,,,Sin Cochera,,,,True,35000.0,False,Si,MV INMOBILIARIA,Inmobiliaria,False,False,,"MV Inmobiliaria alquila:
Dos Departamento en el mismo edificio a los cuales se accede por escalera en segundo piso. IDEAL PARA ESTUDIANTE, PARA OFICINA,PARA FAMILIA PEQUEÑA, ETC.

El departamento 5 consta de amplia cocina comedor, 2 dormitorios con placares, un luminoso patio interno y un baño completo.
CANON MENSUAL $500.000 con actualización cada 4 meses. Honorarios y deposito (se puede en dos veces).

El departamento 10 consta de amplia cocina comedor, 2 dormitorios con placares mas un baño completo.En excelente estado de conservación.
CANON MENSUAL $480.000 con actualización cada 4 meses. Honorarios y deposito (se puede en dos veces).
EXPENSAS MUY ECONÓMICAS.
No se aceptan mascotas.
Disponibilidad de cocheras a partir de Octubre.

Los requisitos incluyen tener tres garantes con un bono de sueldo mas el bono del solicitante, que duplique el valor del canon, con mínimo 3 años de antigüedad y que sean empleados activos (no monotributistas, pensionados ni jubilados).",
inmoup:5436-932,inmoup,5436,932,https://inmoup.com.ar/5436-musacchio-negocios-inmobiliarios/inmuebles/932/ficha/departamentos-en-alquiler-en-sobre-calle-vaquie-entre-jorge-newbery-y-monteagudo,2026-09-07,2026-06-17 16:48:42,2026-09-07,2026-09-07,1,0,700000.0,ARS,10000.0,70.0,65.0,,2.0,1.0,,Alquiler,Muy Bueno,3.0,Godoy Cruz,Mendoza,Sobre calle Vaquie entre Jorge Newbery y Monteagudo,-32.92418233096202,-68.8389721607132,True,3.7662746489053376,5.0,76.0,Garage/Cochera,,,False,True,50000.0,False,,Musacchio Negocios Inmobiliarios,Inmobiliaria,False,False,,"MUSACCHIO NEGOCIOS INMOBILIARIOS ALQUILA

Sobre calle Vaquie entre Jorge Newbery y Monteagudo, en zona residencial de Godoy Cruz, se encuentra este departamento en alquiler, en primer piso por escalera. Con una antigüedad de 3 años y en muy buen estado de conservación, esta propiedad cuenta con cocina living-comedor integrado, dos dormitorios con placard, un baño completo con pequeño antebaño, lavandería y cochera techada para un vehículo. Posee una superficie cubierta de 65 m2, con una superficie total de 70 m2. ideal para una familia pequeña o una pareja que busca comodidad y confort.

Las expensas tiene un valor de $50.000 e incluyen el costo de Aysam y municipalidad. No se aceptan mascotas. 

Si buscas un lugar cómodo, bien ubicado y con todas las comodidades necesarias, este departamento en Godoy Cruz es la elección perfecta. ¡No dudes en visitarlo y hacerlo tu nuevo hogar!",
inmoclick:30453-1354,inmoclick,30453,1354,https://inmoclick.com/30453-zenoff-negocios-inmobiliarios/inmuebles/1354/ficha/departamento-en-alquiler-en-embalse-los-reyunos-n0-2868-maipu-provincia-de-mendoza,2026-09-07,,2026-09-07,2026-09-07,1,0,450000.0,ARS,12857.142857142857,35.0,35.0,4.0,1.0,1.0,Departamento,Alquiler,Excelente,5.0,Maipu,Mendoza,EMBALSE LOS REYUNOS N° 2868 - MAIPU - PROVINCIA DE MENDOZA,-32.9494242,-68.8163309,True,7.075289430080516,1.0,14.0,Sin Cochera,1.0,,False,False,,False,,zenoff negocios inmobiliarios,Inmobiliaria,False,False,,"ZENOFF NEGOCIOS INMOBILIARIOS MAT. 1535 ALQUILA:



DEPARTAMENTO EN PLANTA ALTA (Escalera), EL CUAL CONSTA DE:



LIVING COMEDOR.

COCINA INTEGRADA.

DORMITORIO CON PLACARD.

BAÑO COMPLETO.



VALOR: $ 450.000



NO PAGA EXPENSAS.



TODOS LOS SERVICIOS.



EXCELENTE ZONA - ENTORNO.



NO SE PERMITEN ANIMALES.",30453-1354
inmoup:282010-301,inmoup,282010,301,https://inmoup.com.ar/282010-zocalo-inmobiliaria/inmuebles/301/ficha/departamentos-en-alquiler-en-patricias-mendocinas-600-piso-3,2026-09-08,2026-09-06 11:58:18,2026-09-07,2026-09-08,2,1,800000.0,ARS,12307.692307692309,65.0,65.0,4.0,2.0,1.0,,Alquiler,Excelente,30.0,Capital,Mendoza,Patricias Mendocinas 600 Piso 3,-32.8951585,-68.8448522,True,0.4926563610782168,3.0,335.0,Sin Cochera,,False,False,True,50000.0,False,Si,Zocalo Inmobiliaria,Inmobiliaria,False,False,,"Zócalo alquila hermoso departamento ubicado en la calle Patricias Mendocinas, en pleno centro de Mendoza, ideal para quienes buscan comodidad y accesibilidad , el inmueble presenta una disposición frente y una favorable orientación oeste, que permite disfrutar de luminosos atardeceres. Este departamento cuenta con 4 ambientes bien distribuidos, que incluyen 2 dormitorios, un baño, una cocina funcional, living y un balcón, perfecto para relajarse al aire libre.

.La propiedad no cuenta con cochera, pero dispone de estacionamiento para visitantes y se encuentra en una zona escolar, lo que lo hace ideal para familias.

Este departamento ha sido bien mantenido y ofrece un ambiente acogedor el cual se encuentra en perfectas condiciones . Las expensas ascienden a AR$50.000, lo cual es razonable considerando las características y la ubicación de la propiedad. No dejes pasar la oportunidad de vivir en un espacio que combina funcionalidad, seguridad y un estilo de vida urbano en pleno centro de la ciudad de Mendoza .

Mat.1767

*Los datos consignados en esta web pueden contener errores y no son contractuales , por favor verifique los mismos previamente .",
inmoup:2825-748,inmoup,2825,748,https://inmoup.com.ar/2825-gigli-estudio-inmobiliario/inmuebles/748/ficha/departamentos-en-alquiler-en-garibaldi-118,2026-09-08,2026-04-17 11:25:41,2026-09-07,2026-09-08,2,1,290000.0,ARS,8285.714285714286,35.0,35.0,,1.0,1.0,,Alquiler,Bueno,,Capital,Mendoza,Garibaldi 118,-32.8908848,-68.8367665,True,0.8435207307189153,3.0,344.0,Sin Cochera,,,,True,20000.0,False,,Gigli Estudio Inmobiliario,Inmobiliaria,False,False,,"Alquiler Departamento Monoambiente dividido frontal con excelentes vistas. Piso Octavo por ascensor. Cuadra Peatonal Sarmiento, adyacente a todo tipo de negocios, Universidad, líneas de colectivos. Artefacto de cocina instalado, amoblamientos de cocina, recién pintado. baño sin bidet. Contrato 12/24 meses, ajustes cuatrimestrales sujeto índice ICL (índice contratos de locación)",
inmoup:2825-944,inmoup,2825,944,https://inmoup.com.ar/2825-gigli-estudio-inmobiliario/inmuebles/944/ficha/departamentos-en-alquiler-en-calle-san-martin-casi-esquina-cipolletti,2026-09-08,2026-07-14 10:00:20,2026-09-07,2026-09-08,2,1,600000.0,ARS,8000.0,75.0,80.0,,2.0,2.0,,Alquiler,Bueno,,Las Heras,Mendoza,Calle San Martin casi esquina Cipolletti,-32.86167740271375,-68.83288685066528,True,3.455534479985355,0.0,35.0,Sin Cochera,,,,False,,False,,Gigli Estudio Inmobiliario,Inmobiliaria,False,False,,"Alquiler Departamento en primer piso mas local comercial en planta baja. Local comercial de dimensiones medianas con baño. Departamento en primer piso, living comedor, dos dormitorios, baño completo. cocina independiente. Lavandería independiente. Terraza/balcón con churrasquera. Idea Oficina / consultorios /estudios. o bien uso mixto local/vivienda.",
inmoup:277121-128,inmoup,277121,128,https://inmoup.com.ar/277121-andean-propiedades/inmuebles/128/ficha/departamentos-en-alquiler-en-granaderos-1756,2026-09-08,2026-08-11 09:35:25,2026-09-07,2026-09-08,2,1,800000.0,ARS,13333.333333333334,60.0,75.0,,2.0,1.0,,Alquiler,Excelente,,Capital,Mendoza,Granaderos 1756,-32.8800894,-68.8553148,True,1.4858533873257032,0.0,106.0,Garage/Cochera,,,,True,25000.0,True,,ANDEAN PROPIEDADES,Inmobiliaria,False,False,,"Hermoso departamento en alquiler. 

Ubicado en planta baja, en un complejo de seis departamentos. 

Cuenta con living comedor con ventanal hacia el patio, cocina semi integrada con barra divisoria. 

Dos dormitorios con placar y baño con ante baño. 

Además, posee cochera por portón automático.",
inmoup:280741-164,inmoup,280741,164,https://inmoup.com.ar/280741-one-vision/inmuebles/164/ficha/departamentos-en-alquiler-en-lencinas-y-bartolome-mitre,2026-09-08,2026-07-31 19:15:48,2026-09-07,2026-09-08,2,1,700000.0,ARS,12727.272727272728,55.0,55.0,4.0,2.0,1.0,,Alquiler,Muy Bueno,20.0,Godoy Cruz,Mendoza,Lencinas y Bartolome Mitre,-32.921879917389774,-68.84031227368152,True,3.4936947641567038,5.0,101.0,Garage/Cochera,,False,True,True,60000.0,True,Si,ONE VISION,Inmobiliaria,False,False,,"Departamento Amoblado en Alquiler, Godoy Cruz, Mendoza

El equipo de ONE VISION ofrece en alquiler un cómodo y funcional departamento totalmente amoblado, ubicado en una excelente zona de Godoy Cruz, con rápido acceso a servicios, comercios y principales vías de circulación.

La propiedad se encuentra lista para habitar y cuenta con una distribución pensada para brindar comodidad y practicidad en el día a día.

Distribución:

• Living.
• Comedor.
• Cocina equipada con barra desayunadora.
• Dos dormitorios.
• Baño completo.
• Espacio de estacionamiento.

Ubicación y entorno:

La propiedad se encuentra en una zona con excelente conectividad, cercana a transporte público, supermercados, farmacias, comercios y diversos servicios, facilitando una vida cómoda y práctica.

Ideal para quienes buscan mudarse de inmediato a un departamento completamente equipado, en una ubicación estratégica dentro de Godoy Cruz.

Para más información o coordinar una visita, comuníquese con el equipo de ONE VISION.

⸻

Todas las operaciones son realizadas por el profesional Emiliano Ceferino, Mat. 2035.",
inmoup:2805-748,inmoup,2805,748,https://inmoup.com.ar/2805-sc-propiedades/inmuebles/748/ficha/departamentos-en-alquiler-en-barrio-smata-2,2026-09-08,2026-05-07 15:00:33,2026-09-07,2026-09-08,2,1,470000.0,ARS,7833.333333333333,60.0,60.0,3.0,2.0,1.0,,Alquiler,Bueno,,Guaymallen,Mendoza,Barrio smata 2,-32.90004895288476,-68.77773123638164,True,6.438002428332625,2.0,23.0,Garage/Cochera,,,,False,,True,,SC Propiedades,Inmobiliaria,False,False,,"Se alquila departamento en complejo, situado en planta alta por escalera, cuenta con 2 dormitorios, cocina comedor, baño y cochera para 1 vehiculo. Todos los servicios. 

Requisitos: solicitante y dos garantes con ingresos demostrables. 

Para iniciar se debe abonar alquiler, deposito, honorarios y certificación de firmas. 

Contrato de 2 años con ajustes cada 4 meses ipc.",
inmoup:280240-62,inmoup,280240,62,https://inmoup.com.ar/280240-inmobiliaria-mariana-fernandez/inmuebles/62/ficha/departamentos-en-alquiler-en-rodriguez,2026-09-08,2026-08-23 22:31:18,2026-09-07,2026-09-08,2,1,700000.0,ARS,14583.333333333334,48.0,48.0,2.0,1.0,1.0,,Alquiler,Excelente,5.0,Lujan de Cuyo,Mendoza,RODRIGUEZ,-32.964739978000246,-68.8510132994751,True,8.236135567545555,5.0,28.0,Garage,1.0,False,False,True,33000.0,False,Si,INMOBILIARIA MARIANA FERNANDEZ,Inmobiliaria,False,False,,"INMOBILIARIA MARIANA FERNANDEZ ALQUILA 
DEPARTAMENTO DE UN DORMITORIO Y COCHERA EN COMPLEJO PRIVADO LOS ARBOLES, EN CARRODILLA. LUJAN.

1 DEPARTAMENTO EN PLANTA BAJA,
DE UN DORMITORIO
COCINA COMPLETA AMOBLADA, 
BAÑO COMPLETO 
COCHERA 

VALOR $700.000 MENSUAL 
EXPENSAS DE $33.000
CON COCHERA 

REQUISITOS:
* ULTIMOS 3 BONOS DE SUELDO Y DNI DEL SOLICITANTE.
* 3 GARANTES CON ULTIMOS TRES BONOS DE SUELDO QUE DUPLIQUEN EL ALQUILER CON ANTIGUEDAD. 
* MES EN CURSO $700.000
* MES DE DEPOSITO $700.000 EN DOS VECES 
* HONORARIOS INMOBILIARIA 
* CERIFICACION DE FIRMAS $40.000 C/U. (INQUILINOS Y GARANTES)
* SELLADO EXENTO
* INDEXACION CADA 3 MESES INDICE ICL, CONTRATO DE 24 MESES. RENOVABLE. 

PARA MAS INFORMACION O VISITAS, CONTACTAR AL WHATSAP O EN NUESTRA OFICINA EN AV. SAN MARTIN N°596 DE LUJAN",
inmoup:278006-334,inmoup,278006,334,https://inmoup.com.ar/278006-realtyplus/inmuebles/334/ficha/departamentos-en-alquiler-en-los-reyunos,2026-09-08,2026-09-07 13:13:43,2026-09-07,2026-09-08,2,1,450000.0,ARS,6923.076923076923,65.0,200.0,,1.0,1.0,,Alquiler,Muy Bueno,26.0,Godoy Cruz,Mendoza,Los reyunos,-32.934295897280165,-68.83251105419026,True,4.993074713985196,5.0,17.0,Garage/Cochera,2.0,False,True,False,,False,,REALTYPLUS,Inmobiliaria,False,False,,"REALTYPLUS OFRECE EN ALQUILER: Departamento tipo duplex de un dormitorio, con cochera. Ubicado en Barrio Amam de Godoy Cruz. La propiedad consta en planta baja, de living, comedor, cocina, los tres integrados en un ambiente, con Patio propio y Cochera. Un baño y lavandería. Un amplio dormitorio en Planta alta. No se aceptan mascotas. No apto para más de dos personas. Sin Expensas. Requisitos: Mes de alquiler, mes de depósito, comisión inmobiliaria. Contrato dos ańos de duración, actualización Trimestral por IPC. Dos garantes propietarios o dos bonos de sueldo (valor triple del cannon del alquiler).",
inmoup:278006-209,inmoup,278006,209,https://inmoup.com.ar/278006-realtyplus/inmuebles/209/ficha/departamentos-en-alquiler-en,2026-09-08,2026-03-30 19:04:37,2026-09-07,2026-09-08,2,1,650.0,USD,15.116279069767442,43.0,43.0,2.0,1.0,1.0,,Alquiler,Excelente,5.0,Capital,Mendoza,.,-32.87455067918797,-68.84714489116192,True,1.811201224967833,0.0,127.0,Garage/Cochera,1.0,False,True,True,100000.0,False,,REALTYPLUS,Inmobiliaria,False,False,,"Realtyplus alquila vanguardista departamento para una o dos personas en sexta sección.

Esta unidad es muy nueva, amoblada, posee excelente distribución e iluminación y ambientes amplios.Esta ubicada en el segundo piso en un edificio de 19 departamentos en la calle Tiburcio Benegas;  zona tranquila, con comercios a su alrededor y de fácil acceso.
El edificio posee rampa de acceso peatonal cumpliendo con las especificaciones técnicas rigurosas  para garantizar la seguridad y la autonomía de los usuarios.Ademas, encontramos ascensor con capacidad de 300 Kg y cochera para la protección de tu vehículo.

Distribución interior:
- Cocina integrada con living
- Baño con vanitory
- Dormitorio principal con amplio placares
- Aire acondicionado y estufa

Condiciones de alquiler:

- Para una o dos personas
- No se admiten mascotas

Excelente opción por su ubicación, comodidad y calidad constructiva.
Para mayor información no dudes en consultarnos!!!",
inmoup:282010-266,inmoup,282010,266,https://inmoup.com.ar/282010-zocalo-inmobiliaria/inmuebles/266/ficha/departamentos-en-alquiler-en-cipolletti-3407,2026-09-08,2026-07-01 10:42:01,2026-09-07,2026-09-08,2,1,750000.0,ARS,10714.285714285714,70.0,80.0,3.0,2.0,2.0,,Alquiler,Excelente,,Capital,Mendoza,Cipolletti 3407,-32.8649149,-68.8583073,True,3.1062466661129147,0.0,47.0,Garage,,False,True,False,,False,No,Zocalo Inmobiliaria,Inmobiliaria,False,False,,"Zocalo inmobiliaria ofrece departamento (tipo Duplex) en alquiler está ubicado en la 6.ª Sección de Capital , Mendoza. 

Listo para que te mudes, NO paga expensas. Teléfono de contacto ( 2616955961)

El duplex posee doble cochera cubierta ( vehículos pequeños) en su parte frontal.
.- En planta baja posee: 
Living comedor
Cocina integrada
Toilette
Lavandería
Patio propio

 .- En planta alta: 
2 habitaciones con sus respectivos placares 
1 baño completo 

Contrato Locación por 24 meses.
Ajuste TRIMESTRAL por índice IPC (índice precios consumidor)

* Los datos consignados en esta web , pueden contener errores y no son contractuales , verifique los mismos previamente .
Mat 1767.",
inmoup:285090-190,inmoup,285090,190,https://inmoup.com.ar/285090-perello-propiedades/inmuebles/190/ficha/departamentos-en-alquiler-en-araoz,2026-09-08,2026-08-12 17:51:14,2026-09-07,2026-09-08,2,1,1000.0,USD,6.896551724137931,145.0,250.0,,2.0,3.0,,Alquiler,Excelente,,Lujan de Cuyo,Mendoza,ARAOZ,-33.002611693027475,-68.86022298783571,True,12.505523361308336,4.0,6.0,Garage/Cochera,2.0,False,,True,280000.0,True,,PERELLÓ Propiedades,Inmobiliaria,False,False,,"PERELLÓ Propiedades ALQUILA! Hermoso Dúplex ubicado en en exclusivo Barrio Privado RINCON DE ARAOZ, rodeado en un entorno natural, con panorámica vista a la montaña, con rápidos accesos a la ciudad de Mendoza
Esta propiedad posee entrada principal y de servicio en PLANTA BAJA cuenta con cocina separada con confortable mobiliario de guardado, lavandería con tender, baño de visitas, luminoso living comedor que da a una galería con jardín con churrasquera, en PLANTA ALTA cuenta con dos dormitorios ambos en suite, el principal con vestidor y el secundario con su respectivo placard y aparte un modular con práctico espacio de guardado. Posee dos cocheras techadas.
OPCIONAL: Con o sin muebles

CARACTERISTICAS DE LA POPIEDAD:
Calefacción por losa radiante
Carpintería DVH
Riego por aspersión

CARACTERISTICAS DE BARRIO.:
Seguridad las 24 hs
SUM
Plaza de Juegos",
inmoup:284985-718,inmoup,284985,718,https://inmoup.com.ar/284985-century-21-lucio-barroso/inmuebles/718/ficha/departamentos-en-alquiler-en-paula-albarracin-1380-godoy-cruz-mendoza-argentina,2026-09-08,2026-09-02 11:50:41,2026-09-07,2026-09-08,2,1,520000.0,ARS,13000.0,40.0,40.0,2.0,1.0,1.0,,Alquiler,Excelente,2026.0,Godoy Cruz,Mendoza,"Paula Albarracin, 1380, Godoy Cruz, Mendoza, Argentina",-32.9137314,-68.8593533,True,2.8465428323987445,3.0,54.0,Sin Cochera,0.0,False,False,False,,True,,CENTURY 21 LUCIO BARROSO,Inmobiliaria,False,False,,"????Departamento a estrenar en alquiler ubicado en calle Paula Albarracin casi Paso de Los Andes 

????Cuenta con 
1 habitación 
Cocina comedor
1 baño
Patio con churrasquera 

NO se aceptan mascotas 
NO posee cochera 
No se pagan expensas 

Ideal persona sola o pareja 

Contrato por dos años con aumentos cuatrimestrales según IPC 

✅Requisitos 
Solicitante con bono de sueldo o certificación de ingresos 
2 garantes con bono de sueldo

????Al ingresar se abona
Mes de alquiler o proporcional según corresponda 
Depósito en garantía (puede ser en dos veces) 
Honorarios inmobiliarios
Certificaciones de firmas 

☎️Contáctanos para coordinar una visita!",
inmoup:284985-712,inmoup,284985,712,https://inmoup.com.ar/284985-century-21-lucio-barroso/inmuebles/712/ficha/departamentos-en-alquiler-en-gueiraldes-alto-dorrego-guaymallen-mendoza-argentina,2026-09-08,2026-08-25 21:25:39,2026-09-07,2026-09-08,2,1,700000.0,ARS,10000.0,70.0,70.0,4.0,3.0,2.0,,Alquiler,Bueno,21.0,Guaymallen,Mendoza,"Güiraldes, Alto Dorrego, Guaymallén, Mendoza, Argentina",-32.906,-68.835,True,1.968086376876892,3.0,124.0,Garage/Cochera,0.0,False,False,False,,True,,CENTURY 21 LUCIO BARROSO,Inmobiliaria,False,False,,"Departamento en alquiler en complejo cerrado, ubicado en la zona residencial de Alto Dorrego (calle Güiraldes). Es una propiedad luminosa, segura y con excelente distribución.Características del inmueblePlanta alta: Cocina-comedor integrada con amoblamiento.Dormitorios: 3 habitaciones cómodas con placares y luz natural.Baños: 2 baños completos (uno con bañera).Cochera: Espacio para un vehículo.Servicios y EntornoSeguridad: Complejo cerrado muy privado con todos los servicios conectados.Ubicación: Cercano a colegios (todos los niveles) y centros comerciales como Portal Los Andes, Jumbo, Easy ChangoMás.",
inmoup:284985-705,inmoup,284985,705,https://inmoup.com.ar/284985-century-21-lucio-barroso/inmuebles/705/ficha/departamentos-en-alquiler-en-avelino-maure-251-godoy-cruz-mendoza-argentina,2026-09-08,2026-08-17 19:03:33,2026-09-08,2026-09-08,1,0,800000.0,ARS,10666.666666666666,75.0,95.0,3.0,2.0,1.0,,Alquiler,Bueno,2026.0,Godoy Cruz,Mendoza,"Avelino Maure 251, Godoy Cruz, Mendoza, Argentina",-32.932253842632,-68.849332146033,True,4.621234820836113,5.0,96.0,Garage/Cochera,0.0,False,False,False,,True,,CENTURY 21 LUCIO BARROSO,Inmobiliaria,False,False,,"A 1 cuadra del Parque San Vicente y de Planta Uno.
Departamento interno, con vistas a la montaña y muy luminoso en 3er y último piso del edificio, por ascensor:

. 1 Dormitorio con placard
. 1 Dormitorio en suite, con vestidor
. Baño completo
. Living comedor
. Cocina completa

Cocheras disponibles adicionales. Recién pintado, luces LED, ventanas de doble vidrio.
2 equipos de aire acondicionado, todas las ventanas con blackout.
No se aceptan mascotas.

Disponible a partir del 1 de Septiembre.",
inmoup:284985-513,inmoup,284985,513,https://inmoup.com.ar/284985-century-21-lucio-barroso/inmuebles/513/ficha/departamentos-en-alquiler-en-matienzo-650-godoy-cruz-mendoza-argentina,2026-09-08,2026-03-17 20:13:20,2026-09-07,2026-09-08,2,1,650000.0,ARS,13000.0,50.0,50.0,2.0,1.0,1.0,,Alquiler,Bueno,2026.0,Godoy Cruz,Mendoza,"Matienzo, 650, Godoy Cruz, Mendoza, Argentina",-32.912,-68.853,True,2.451297261633928,3.0,136.0,Garage/Cochera,0.0,False,False,False,,True,,CENTURY 21 LUCIO BARROSO,Inmobiliaria,False,False,,"CENTURY 21 LUCIO BARROSO ALQUILA

Departamento en calle Matienzo de Godoy Cruz, ubicado en segundo piso por escalera y consta de:

Cocina- comedor
1 habitación con placard, aire acondicionado y balcón
1 baño
Lavandería
Cochera

Es totalmente electrico
Posee aires acondicionados 

Cercano a paradas de colectivos, metrotranvia, ciclovia, comercios, etc.

REQUISITOS:
Solicitante con bono de sueldo o certificación de ingresos
2 garantes con bono de sueldo

Para ingresar se abona: mes de alquiler, depósito en garantía, honorarios inmobiliarios y certificaciones de ingresos.

CONTACTANOS Y COORDINÁ TU VISITA!",
inmoup:2841-1504,inmoup,2841,1504,https://inmoup.com.ar/2841-sere-inmobiliaria/inmuebles/1504/ficha/departamentos-en-alquiler-en-adolfo-calle-610-m5519-guaymallen-mendoza,2026-09-08,2026-08-11 13:22:00,2026-09-07,2026-09-08,2,1,500000.0,ARS,12500.0,40.0,40.0,,1.0,1.0,,Alquiler,Excelente,,Guaymallen,Mendoza,"Adolfo Calle 610, M5519 Guaymallén, Mendoza",-32.8997945,-68.82911969999999,True,1.850869527337434,3.0,77.0,Sin Cochera,,,,False,,False,,Sere Inmobiliaria,Inmobiliaria,False,False,,"Departamento en alquiler – Dorrego, Guaymallén

Ubicado sobre calle Adolfo Calle 610, Dorrego, Guaymallén, este cómodo departamento en planta alta por escalera es ideal para quienes buscan tranquilidad y una excelente conectividad, con rápido acceso al transporte público y a los principales puntos de la ciudad.

Características:
✔️ 1 dormitorio.
✔️ Baño completo.
✔️ Cocina-comedor.
✔️ 2 balcones: uno con salida desde el comedor y otro desde la habitación.
✔️ Muy buena iluminación y ventilación natural.
✔️ Sin cochera.

Condiciones:
💲 Canon mensual: $500.000.
🚫 No se aceptan mascotas.

📞 Consultanos para más información o para coordinar una visita.",
inmoup:2841-1493,inmoup,2841,1493,https://inmoup.com.ar/2841-sere-inmobiliaria/inmuebles/1493/ficha/departamentos-en-alquiler-en-juan-manuel-fangio,2026-09-08,2026-04-20 14:05:14,2026-09-07,2026-09-08,2,1,650000.0,ARS,10833.333333333334,60.0,60.0,,2.0,1.0,,Alquiler,Excelente,,Maipu,Mendoza,juan manuel fangio,-32.976453135485414,-68.79986713418336,True,10.444440022179466,1.0,29.0,Garage,1.0,,False,True,50000.0,False,,Sere Inmobiliaria,Inmobiliaria,False,False,,"Departamento ubicado en planta alta sobre calle Juan Manuel Fangio, en Maipú, a tan solo 2 cuadras del Arena Maipú.

Características:

2 habitaciones
Cocina con barra desayunadora
Baño completo
Living-comedor integrado
Balcón
Estacionamiento dentro del complejo
Condiciones:

No se permiten mascotas
Valores:

Canon mensual: $650.000
Expensas: $50.000
Ubicación estratégica, con fácil acceso y cercanía a uno de los principales puntos de entretenimiento de la zona. Ideal para quienes buscan comodidad y buena conexión.",
